rand1 rand2 rand3 rand4 rand5 rand6 rand7 rand8 rand9 rand10 edge
0.08577624270656688 0.08799616789563135 0.03944991504813632 0.07514401854089887 0.011513248547773991 0.08003120156253234 0.019587114169562315 0.006507885577581952 0.05104487428830386 0.0041810817445855795 TWIST1_SNAI2
0.09273387083620588 0.09207130921782022 0.06473458169967002 0.010279189396197264 0.035369894261813105 0.0935526961355089 0.05656202073353786 0.0946368395219959 0.006129602254847155 0.08938123770940637 TWIST2_SNAI2
0.04740241607808943 0.013779056985445938 0.07093113224605553 0.029890896438199324 0.07793717039595383 0.0940538232489545 0.08986929891933906 0.004469711000978605 0.0386524555024126 0.0026411942637200704 miR30c_SNAI2
0.09422685522320225 0.05522105126968847 0.00025454777322645453 0.053625718634688485 0.0971718888769389 0.06993577641558774 0.08386954451318199 0.05682353502613505 0.016887013864046285 0.026563006443172322 miR34a_SNAI2
0.0861206120228799 0.06836810444667135 0.0025240716593321836 0.03832975467038821 0.05848428283147842 0.007300055110492843 0.03554284645217949 0.0699061785541648 0.045561880343631136 0.08566801896030155 TWIST1_TCF3
0.04900478907808732 0.0934876155670534 0.08101581420685156 0.07356584986312643 0.008461874795489589 0.05949080112139794 0.0006407455843283173 0.027825798915505774 0.016880517771575353 0.02658713868236512 miR141_TGFbeta
0.042385317893195634 0.09884018659225581 0.08826581756867657 0.08918941113504229 0.011820688984663485 0.07512617048244863 0.05425499394127112 0.017232623452596185 0.09784850793055132 0.03994978478496345 miR200a_TGFbeta
0.013396700332037293 0.07214384436400077 0.01856032401120782 0.09189643877631568 0.07566765430296786 0.06412476217216331 0.09879223913728394 0.023088484445922153 0.09609322225443251 0.03086819629225901 miR200b_TGFbeta
0.05108479552810993 0.005861504252724159 0.09862616519440387 0.07684199235669242 0.04711333097265809 0.058828725523831484 0.016757086809373545 0.07362100339210968 0.05066573729515375 0.006860601429406677 miR200c_TGFbeta
0.028456734237236016 0.09145998323726784 0.06548402163136184 0.08091379284766426 0.08178138957457128 0.0772773546504684 0.0744891609533123 0.0783965558962667 0.022697106013055593 0.0587803201030781 GSC_TWIST1
0.006927474591643135 0.05281300986650905 0.020109485072618984 0.032062739262564 0.08561661573837324 0.017864273280525447 0.05772136680396433 0.09652231470325287 0.008894393113185451 0.08847405014111256 SNAI1_TWIST1
0.05765719860895531 0.05772316167995455 0.03411442463670581 0.09624632421128249 0.07618893901838086 0.006945668321805443 0.005900311658337232 0.09397740722798942 0.061053845489898874 0.01997887170894034 TWIST2_TWIST1
0.07416887475723362 0.03802810144758363 0.08258765114456293 0.050338835214296496 0.028060703293237968 0.09707976489297071 0.09386602190301026 0.02654341707888354 0.07406689244148008 0.024464088731278078 SNAI2_TWIST2
0.02275572708753648 0.005905298430065931 0.014326859803247072 0.08900430111359345 0.09617507130597579 0.059599674305244044 0.0008874206981056899 0.0785890918108283 0.017854772658300124 0.026003846301489355 miR34a_TWIST2
0.0629640462661253 0.05500021594241651 0.013742741647571444 0.01299465974852272 0.01424198384962071 0.05606891748329673 0.07438162436398031 0.03281480379563502 0.07212549344302832 0.048155443538359426 SNAI1_VIM
0.05869030551691115 0.06645644516320286 0.011154518027309136 0.01662997962385452 0.0270559348774874 0.00037620160328138974 0.06029906441795008 0.04419112951912525 0.04223449455461806 0.0073153249858642026 SNAI2_VIM
0.057068129154794395 0.026715582806058336 0.07339708074391749 0.008599643953280767 0.06795844350740715 0.09299866305868415 0.07490704415350115 0.023769481276180185 0.07000627978740505 0.02414544906695253 TWIST1_VIM
0.012800907238672266 0.03163080193773367 0.06519815339015199 0.06688984267240619 0.0034602793582418803 0.019053804163752908 0.09874395883800657 0.0031603241072161725 0.08099152741244414 0.013481513107719036 ZEB1_VIM
0.07346561212100992 0.032177986347415775 0.07454560976981721 0.09287028015605134 0.008181741518249864 0.00721918834424502 0.047211543669736414 0.04000454954394089 0.05178176439313035 0.05098945714134341 ZEB2_VIM
0.003523532948601538 0.052614477265682275 0.09900678664253598 0.07476417267856904 0.07048314633222762 0.07460958332420103 0.03839980180383689 0.07082713035939683 0.07415673421729509 0.09231384918631602 FOXC2_ZEB1
0.09241900250531537 0.017760243690448787 0.06071658080090987 0.025898966348045983 0.098076204844506 0.06706709668580173 0.006064674904883727 0.05649883402030142 0.04886550177820042 0.019124394955448334 GSC_ZEB1
0.08695961365491077 0.048663702038660134 0.03145534284446797 0.06074677209174132 0.06865477663287022 0.07343831617238746 0.0038619724078470365 0.02826871647290722 0.06483776536888235 0.07890439378572635 SNAI1_ZEB1
0.046593890616982485 0.08837483447710326 0.08308766071256023 0.013509806654102697 0.004889510969624234 0.01543207938553396 0.08311683454372466 0.009852181254351989 0.03959982441415854 0.04068668900616974 TWIST1_ZEB1
0.06162256196690288 0.07002917215644154 0.09049687742122448 0.09379576869953794 0.052597302949808335 0.08747320548651151 0.03475298377100879 0.003760852368120116 0.0984194913991833 0.03610346740477529 TWIST2_ZEB1
0.0817510081410524 0.06094177481408328 0.09422648747367487 0.08020734509893773 0.05477755493319585 0.023892275266078757 0.0030478457125354243 0.04343938800008902 0.05680352077992447 0.0881931642322494 ZEB1_ZEB1
0.08167521870542978 0.0755088333069349 0.05604019377838894 0.09116718819689217 0.05926770429722267 0.026720570169703407 0.012825588851044067 0.05629394968248924 0.06561349814711352 0.030882702068282156 miR101_ZEB1
0.015451131587083045 0.05739863221792222 0.09261953151717599 0.02471737063509022 0.0006090265620838031 0.008821211279982288 0.01443305675207146 0.01636173108745468 0.009635013993704512 0.002679237724132233 miR141_ZEB1
0.07844843579864182 0.023723303562021427 0.030558552690137034 0.061249914813412715 0.015050225084446889 0.025397524248613468 0.0006368115550247633 0.024423775782019586 0.011094242918437469 0.08981775648177419 miR200a_ZEB1
0.014871612078152442 0.04261628220536277 0.033828071574418674 0.009805730060242157 0.014271669725967051 0.071264268898407 0.07945155673143861 0.045222817587220514 0.04323194841928466 0.03281656565886735 miR200b_ZEB1
0.030695517686227792 0.09917561343039422 0.05540857300766183 0.06572923070540707 0.09470732644494842 0.068881224522639 0.06533355711504572 0.0011189832252496256 0.04962964438585313 0.05785968962253279 miR200c_ZEB1
0.09911512099020614 0.008788614629412007 0.0449593386676502 0.0015031153715132418 0.07807035173380295 0.08576735042062833 0.09178586756199283 0.09186154357351345 0.032700955675516744 0.052031070899362514 miR205_ZEB1
0.08280159516220632 0.07772757030576335 0.09409527576964571 0.045425818411065536 0.024895582556471552 0.020560979092647258 0.09712768164939599 0.08067900659029208 0.07918547240244427 0.009942932924284798 miR34a_ZEB1
0.09111015876888735 0.05266929606963947 0.09045043886259356 0.0887144739526985 0.06276797600803861 0.08719393567411626 0.08587095353693819 0.07632996896167138 0.08692519153960006 0.010577322225466902 GSC_ZEB2
0.09454236534423564 0.05963834916634926 0.05493474601611616 0.07770043968378841 0.04810624474088726 0.04221534963583208 0.044049278589083744 0.07408913721542991 0.0855748198402385 0.01021694020196231 SNAI1_ZEB2
0.08348986326790525 0.010099460912236059 0.016280585406442394 0.04632453239265253 0.03716225486455939 0.0770068310210836 0.030178077313968633 0.006134327027215592 0.04582246362145647 0.006921339584206454 TWIST1_ZEB2
0.008932530919980896 0.043245579364158716 0.06329715793281036 0.04098954078210263 0.059296148334571946 0.0791296809776012 0.07940188188428512 0.020861233823496528 0.04648453820613041 0.07822926754522254 TWIST2_ZEB2
0.02242718221611333 0.015243441029219252 0.0834324549327717 0.015520936966806065 0.03922787046854879 0.08511157221341285 0.035668260016767 0.022447778624067972 0.028304505244649683 0.007604382550385647 ZEB2_ZEB2
0.012801350411125945 0.06964849982961678 0.08181576296290344 0.09165835222137264 0.017667776922433754 0.07856533598978425 0.08220786399148425 0.04090083282482988 0.08726916317448409 0.09770163166758589 miR101_ZEB2
0.04674267565638617 0.012523321827905987 0.06739084471197987 0.004001068929521657 0.03680526482141229 0.011916676551514283 0.030354906247033044 0.0967030271643962 0.07782015405738818 0.03038409193201468 miR141_ZEB2
0.017769529508990977 0.0652512808904822 0.005756151923710107 0.05903354864309283 0.06780341449595542 0.0778181902648275 0.013130486758326822 0.09859041089933868 0.00027724921841305595 0.002426436464791815 miR200a_ZEB2
0.040322856081411895 0.07467918225502859 0.06546978141752621 0.015995435123471236 0.03778733671513256 0.09022347204630506 0.002156640888042871 0.09844571035752102 0.013363778211159527 0.025093812752795288 miR200b_ZEB2
0.0021418638818635704 0.03891774127283285 0.042962575714735454 0.033903361045218926 0.05619939588751477 0.05581224530589345 0.08098566636324306 0.0472548007846509 0.026045580947292948 0.023027267565128573 miR200c_ZEB2
0.08939591271255537 0.07548332481106834 0.013428436132013744 0.02981757650295378 0.09529946244619021 0.07965175189671375 0.03269830683013101 0.049919403206870175 0.018786978162151483 0.0793184576278572 miR205_ZEB2
0.07841165016799734 0.07698812163823894 0.0724153507820868 0.01966276004693307 0.04008224931983978 0.06999139643583809 0.008185960607111343 0.004001279837380844 0.08576289237711991 0.09480735583763102 miR30c_ZEB2
0.06315760047111726 0.050489787570852464 0.06546482624741638 0.0763350734340188 0.08453453541903164 0.06924957445298617 0.012875720810984693 0.0894385627890574 0.08907466479614795 0.07492909616591427 miR9_ZEB2
0.0929290285561128 0.062236360098298464 0.007583665573839705 0.0644695949610199 0.021705408579240006 0.02863774517825204 0.020574059729487917 0.08333674823362297 0.03309167784612379 0.01746318320673935 SNAI1_miR101
0.0894203283411157 0.02447554669733152 0.016203436913721714 0.03620862606543325 0.04989292034789933 0.07191171660145748 0.06550229374418512 0.05759386270916489 0.0490220908134163 0.08676852242254465 SNAI2_miR101
0.061401185142317474 0.018590189984202143 0.004254591894787519 0.014715207731847446 0.049663478600428516 0.09585743452598924 0.07428305655391206 0.08933422309185429 0.030708041035188982 0.03326357891046973 ZEB1_miR141
0.07467519210124172 0.05329404819640404 0.07396750283900236 0.055782558962743214 0.04424942267218142 0.03575577518316133 0.02359526121973258 0.002506899298053711 0.07895654872022713 0.0741954581163468 ZEB1_miR200a
0.041756313630693764 0.02958376806894726 0.013634376071395471 0.03768453094274465 0.06480238609314916 0.015439518110789042 0.05500702423254622 0.06187510567582815 0.0722141819262357 0.05557643829616236 ZEB2_miR200a
0.035218923343959575 0.0645721378316536 0.053015822653514955 0.025138277049121117 0.07890562270370288 0.0742772845387757 0.04655407402779021 0.004375290565150858 0.06224629359782963 0.09714910310142813 SNAI2_miR200b
0.012025769635244134 0.024470310958053878 0.029151495978345834 0.0778743729688193 0.06548382196576112 0.060833956798086286 0.041670945137351256 0.0033735766440901264 0.07543762363942388 0.03881504582678827 ZEB1_miR200b
0.02630324482885357 0.05490254607668711 0.0018544534137493462 0.04160590661706298 0.08148186141195152 0.041426318654425136 0.02705941925379627 0.01600174248344911 0.010391479778668845 0.07979543709694485 ZEB2_miR200b
0.03980041190818402 0.09571845534245413 0.0863827955444464 0.05596311211916014 0.05176155402501501 0.09805643295853214 0.09353799281942987 0.06603693903396964 0.01792307453480311 0.07219271513270252 ZEB1_miR200c
0.02372065227069352 0.08260430836203851 0.04462735612793989 0.05333435144094337 0.025288292256737066 0.09865612680822983 0.05833870558937009 0.049239684293602176 0.09990437685831487 0.028251886624476575 ZEB2_miR200c
0.030404869530273784 0.09830758704634324 0.08813143985605125 0.09317937913803054 0.04524191110262965 0.01968706108932159 0.05844845953978376 0.09961625452128853 0.02746429223103926 0.06995718459736958 SNAI1_miR34a
0.020716918278750465 0.07242216536366307 0.08098054258094668 0.044193893196913386 0.05960977442797223 0.08841435799919088 0.0029765356278512846 0.06589524230128811 0.045986326992668226 0.06172248573555614 ZEB1_miR34a
